"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"21.09.2020","16,041","17,693","17,693","16,041","2,47M","-10,23%"
"18.09.2020","17,869","18,698","18,698","17,869","2,65M","-4,16%"
"17.09.2020","18,645","18,548","18,759","18,424","758,06K","-0,94%"
"16.09.2020","18,821","18,548","18,821","18,372","842,06K","1,47%"
"15.09.2020","18,548","18,654","18,742","18,477","735,62K","-0,28%"
"14.09.2020","18,601","18,909","19,015","18,601","845,62K","-0,61%"
"11.09.2020","18,715","18,407","18,733","18,257","781,38K","1,68%"
"10.09.2020","18,407","18,424","18,680","18,310","778,97K","-0,24%"
"09.09.2020","18,451","18,134","18,477","18,019","863,22K","1,45%"
"08.09.2020","18,187","18,715","18,997","18,046","1,03M","-2,92%"
"07.09.2020","18,733","18,345","18,759","18,239","688,59K","2,80%"
"04.09.2020","18,222","18,504","18,671","18,160","1,02M","-1,80%"
"03.09.2020","18,557","18,521","19,015","18,477","909,11K","0,96%"
"02.09.2020","18,380","18,160","18,486","18,081","730,06K","1,66%"
"01.09.2020","18,081","18,469","18,469","17,825","815,10K","0,00%"
"31.08.2020","18,081","18,936","18,936","18,081","1,21M","-3,30%"
"28.08.2020","18,698","18,803","18,909","18,592","595,07K","-0,14%"
"27.08.2020","18,724","18,680","18,962","18,574","680,63K","-0,33%"
"26.08.2020","18,786","18,839","19,094","18,574","692,82K","-0,65%"
"25.08.2020","18,909","19,473","19,676","18,909","874,59K","-2,72%"
"24.08.2020","19,438","19,200","19,438","18,997","828,52K","2,13%"
"21.08.2020","19,032","18,927","19,129","18,495","869,26K","1,22%"
"20.08.2020","18,803","18,742","18,874","18,477","606,42K","-1,70%"
"19.08.2020","19,129","18,609","19,129","18,389","721,29K","2,65%"
"18.08.2020","18,636","18,504","19,094","18,336","717,04K","-0,05%"
"17.08.2020","18,645","18,671","18,847","18,416","956,71K","-0,52%"
"14.08.2020","18,742","18,944","18,944","18,046","986,63K","-1,16%"
"13.08.2020","18,962","19,200","19,376","18,962","875,68K","-1,19%"
"12.08.2020","19,191","19,499","19,596","19,191","656,36K","-2,24%"
"11.08.2020","19,632","18,900","19,676","18,900","1,08M","5,39%"
"10.08.2020","18,627","18,178","18,627","18,081","922,10K","3,12%"
"07.08.2020","18,063","18,283","18,416","17,720","1,18M","-2,19%"
"06.08.2020","18,469","18,733","18,733","18,116","892,13K","-1,73%"
"05.08.2020","18,795","18,504","18,936","18,504","1,08M","2,45%"
"04.08.2020","18,345","17,966","18,460","17,816","1,45M","3,69%"
"03.08.2020","17,693","17,200","17,711","16,852","1,61M","2,71%"
"31.07.2020","17,226","17,728","17,993","17,213","1,86M","-2,64%"
"30.07.2020","17,693","18,689","18,706","17,535","1,45M","-5,33%"
"29.07.2020","18,689","18,839","18,944","18,627","847,70K","-0,84%"
"28.07.2020","18,847","18,900","19,358","18,795","1,01M","-0,51%"
"27.07.2020","18,944","19,579","19,632","18,856","1,70M","-3,50%"
"24.07.2020","19,632","20,266","20,495","19,632","1,20M","-4,21%"
"23.07.2020","20,495","20,707","20,821","20,345","648,00K","-0,51%"
"22.07.2020","20,601","20,442","20,663","20,319","781,62K","0,30%"
"21.07.2020","20,539","20,962","21,085","20,504","975,68K","-0,43%"
"20.07.2020","20,627","20,768","20,812","20,354","807,73K","-0,64%"
"17.07.2020","20,759","20,848","20,989","20,530","913,54K","-0,42%"
"16.07.2020","20,848","21,288","21,429","20,795","1,41M","-2,27%"
"15.07.2020","21,332","21,006","21,367","20,742","1,44M","2,67%"
"14.07.2020","20,777","21,033","21,138","20,337","1,51M","-2,32%"
"13.07.2020","21,271","21,147","21,544","20,971","1,29M","1,47%"
"10.07.2020","20,962","19,966","21,103","19,931","1,27M","4,43%"
"09.07.2020","20,072","20,566","20,680","20,072","1,00M","-1,51%"
"08.07.2020","20,381","20,398","20,751","20,160","1,15M","-1,15%"
"07.07.2020","20,618","21,041","21,050","20,513","1,55M","-2,05%"
"06.07.2020","21,050","20,865","21,500","20,812","2,27M","2,62%"
"03.07.2020","20,513","20,724","20,812","20,151","978,14K","-0,89%"
"02.07.2020","20,698","19,958","20,812","19,896","1,91M","4,26%"
"01.07.2020","19,852","19,693","20,046","19,323","1,65M","0,40%"
"30.06.2020","19,773","19,825","20,063","19,614","1,92M","-0,66%"
"29.06.2020","19,905","19,121","20,002","19,085","1,41M","2,78%"
"26.06.2020","19,367","19,931","20,019","19,367","1,43M","-2,09%"
"25.06.2020","19,781","19,297","19,958","19,041","2,24M","2,79%"
"24.06.2020","19,244","20,160","20,618","19,182","2,40M","-4,71%"
"23.06.2020","20,196","19,896","20,883","19,773","2,11M","-3,17%"
"22.06.2020","20,856","20,883","21,006","20,398","1,65M","-0,34%"
"19.06.2020","20,927","21,209","21,641","20,927","5,70M","-0,42%"
"18.06.2020","21,015","21,068","21,579","20,566","1,79M","-0,83%"
"17.06.2020","21,191","21,667","22,028","20,962","3,49M","-2,28%"
"16.06.2020","21,685","21,182","21,984","20,795","2,35M","6,95%"
"15.06.2020","20,275","19,385","20,433","19,015","2,06M","1,68%"
"12.06.2020","19,940","20,072","20,654","19,588","2,01M","-1,01%"
"11.06.2020","20,143","21,182","21,200","20,143","1,89M","-7,45%"
"10.06.2020","21,764","22,627","23,174","21,658","1,33M","-4,30%"
"09.06.2020","22,742","23,456","23,588","22,072","2,24M","-3,08%"
"08.06.2020","23,465","22,909","24,143","22,663","1,90M","2,23%"
"05.06.2020","22,953","22,830","23,218","22,654","2,13M","2,64%"
"04.06.2020","22,363","22,733","23,200","22,249","2,34M","-14,19%"
"03.06.2020","26,060","24,780","26,070","24,700","1,62M","6,80%"
"02.06.2020","24,400","23,940","24,670","23,900","1,17M","2,31%"
"01.06.2020","23,850","23,450","24,080","23,230","1,18M","3,92%"
"29.05.2020","22,950","23,300","23,640","22,820","2,24M","-3,25%"
"28.05.2020","23,720","23,730","23,980","23,180","1,56M","1,76%"
"27.05.2020","23,310","24,000","24,620","23,240","3,77M","-3,20%"
"26.05.2020","24,080","22,310","24,180","22,190","2,60M","9,70%"
"25.05.2020","21,950","20,870","22,100","20,720","1,31M","6,61%"
"22.05.2020","20,590","20,530","20,990","20,340","1,36M","-0,77%"
"21.05.2020","20,750","20,060","21,170","19,950","1,75M","2,12%"
"20.05.2020","20,320","20,590","20,860","19,710","3,16M","-2,78%"
"19.05.2020","20,900","23,200","23,290","20,230","3,86M","-9,41%"
"18.05.2020","23,070","22,130","23,070","22,130","1,62M","4,86%"
"15.05.2020","22,000","22,300","22,680","22,000","1,85M","-1,35%"
"14.05.2020","22,300","23,230","23,430","22,090","1,86M","-4,54%"
"13.05.2020","23,360","23,410","23,860","23,200","1,24M","-2,05%"
"12.05.2020","23,850","23,640","23,930","23,410","1,45M","0,85%"
"11.05.2020","23,650","24,130","24,210","23,620","1,26M","-0,38%"
"08.05.2020","23,740","23,700","23,950","23,540","1,23M","1,37%"
"07.05.2020","23,420","23,400","23,660","23,380","1,25M","0,39%"
"06.05.2020","23,330","22,910","23,700","22,610","2,47M","1,39%"
"05.05.2020","23,010","22,800","23,120","22,250","2,04M","3,05%"
"04.05.2020","22,330","22,320","22,670","21,920","1,96M","-1,93%"
